DAT;LAT;LON;SPD;Metr
2018.07.25 04:33:31;46.302891;44.310932;0,0;0
2018.07.25 04:33:34;46.30286;44.310722;19,8;16
2018.07.25 04:33:38;46.302814;44.310596;9,8;27
2018.07.25 04:33:51;46.302845;44.310432;3,6;40
2018.07.25 04:33:55;46.302834;44.310249;12,7;55
2018.07.25 04:33:57;46.302811;44.31007;25,2;69
2018.07.25 04:34:01;46.302746;44.309948;10,6;80
2018.07.25 04:34:04;46.302696;44.309834;12,4;91
2018.07.25 04:34:08;46.302628;44.309696;11,7;104
2018.07.25 04:34:11;46.302578;44.309586;12,1;114
2018.07.25 04:34:14;46.302525;44.309475;12,4;124
2018.07.25 04:34:18;46.302486;44.309334;10,5;136
2018.07.25 04:34:22;46.302391;44.309235;11,7;149
2018.07.25 04:34:26;46.30228;44.309177;11,8;162
2018.07.25 04:34:30;46.30217;44.309143;11,2;174
2018.07.25 04:34:34;46.302063;44.309097;11,2;187
2018.07.25 04:34:38;46.301964;44.309067;10,1;198
2018.07.25 04:34:42;46.301865;44.309002;10,9;210
2018.07.25 04:34:46;46.301781;44.309059;9,3;221
2018.07.25 04:34:51;46.30167;44.309029;9,0;233
2018.07.25 04:34:55;46.301579;44.308968;10,0;244
2018.07.25 04:34:59;46.301483;44.308907;10,5;256
2018.07.25 04:35:03;46.30138;44.308857;10,9;268
2018.07.25 04:35:07;46.301289;44.308815;9,6;279
2018.07.25 04:35:11;46.301193;44.308784;9,8;289
2018.07.25 04:35:15;46.301094;44.308701;11,4;302
2018.07.25 04:35:18;46.301022;44.308617;12,3;312
2018.07.25 04:35:22;46.300915;44.30859;10,9;325
2018.07.25 04:35:26;46.300823;44.308529;10,1;336
2018.07.25 04:35:30;46.300728;44.308483;10,0;347
2018.07.25 04:35:50;46.300701;44.308636;2,2;359
2018.07.25 04:35:54;46.300705;44.308792;10,8;371
2018.07.25 04:35:58;46.300701;44.308964;11,9;384
2018.07.25 04:36:01;46.300709;44.309097;12,3;394
2018.07.25 04:36:04;46.300694;44.309231;12,5;405
2018.07.25 04:36:08;46.30069;44.309376;10,0;416
2018.07.25 04:36:12;46.300732;44.309494;9,2;426
2018.07.25 04:36:16;46.300819;44.309544;9,4;437
2018.07.25 04:36:19;46.300911;44.30954;12,3;447
2018.07.25 04:36:23;46.301029;44.309574;12,0;460
2018.07.25 04:36:45;46.301037;44.309742;2,1;473
2018.07.25 04:36:48;46.30101;44.309887;13,8;485
2018.07.25 04:36:51;46.300983;44.310051;15,5;498
2018.07.25 04:36:54;46.300972;44.3102;13,8;509
2018.07.25 04:37:00;46.301056;44.310295;7,1;521
2018.07.25 04:37:03;46.301174;44.310234;16,7;535
2018.07.25 04:37:06;46.30125;44.310127;14,1;547
2018.07.25 04:37:09;46.301289;44.310001;12,7;557
2018.07.25 04:37:12;46.301315;44.309875;12,1;567
2018.07.25 04:37:15;46.301342;44.309746;12,4;578
2018.07.25 04:37:18;46.301373;44.30962;12,3;588
2018.07.25 04:37:22;46.301426;44.30949;10,4;600
2018.07.25 04:37:26;46.301472;44.309364;9,8;610
2018.07.25 04:37:30;46.301449;44.309223;10,0;622
2018.07.25 04:37:34;46.301365;44.309151;9,8;632
2018.07.25 04:37:38;46.301247;44.309162;11,8;646
2018.07.25 04:37:41;46.301182;44.309261;12,6;656
2018.07.25 04:37:44;46.301144;44.309399;13,7;667
2018.07.25 04:37:47;46.301121;44.30954;13,3;679
2018.07.25 04:37:50;46.301094;44.309666;12,2;689
2018.07.25 04:37:54;46.301056;44.309822;11,4;701
2018.07.25 04:37:58;46.301014;44.309967;10,9;714
2018.07.25 04:38:02;46.300976;44.310108;10,5;725
2018.07.25 04:38:06;46.300987;44.310257;10,4;737
2018.07.25 04:38:09;46.301064;44.310333;12,4;747
2018.07.25 04:38:12;46.301155;44.310371;12,6;757
2018.07.25 04:38:15;46.301243;44.310337;12,1;768
2018.07.25 04:38:18;46.301308;44.310242;12,3;778
2018.07.25 04:38:22;46.301346;44.310078;12,0;791
2018.07.25 04:38:26;46.301384;44.309917;11,8;804
2018.07.25 04:38:30;46.301422;44.309765;11,2;817
2018.07.25 04:38:34;46.30146;44.309612;11,2;829
2018.07.25 04:38:38;46.301495;44.30946;11,1;841
2018.07.25 04:38:42;46.301472;44.309307;10,8;853
2018.07.25 04:38:46;46.301373;44.309212;11,9;867
2018.07.25 04:38:50;46.301254;44.309208;11,9;880
2018.07.25 04:38:53;46.301182;44.309296;12,6;890
2018.07.25 04:38:56;46.301132;44.309418;13,1;901
2018.07.25 04:38:59;46.301109;44.309547;12,3;911
2018.07.25 04:39:03;46.301083;44.3097;10,9;924
2018.07.25 04:39:07;46.301044;44.309853;11,3;936
2018.07.25 04:39:11;46.30101;44.310001;10,8;948
2018.07.25 04:39:15;46.300976;44.310154;11,1;960
2018.07.25 04:39:19;46.301037;44.310295;11,5;973
2018.07.25 04:39:23;46.301136;44.310371;11,2;986
2018.07.25 04:39:26;46.301231;44.310349;12,8;996
2018.07.25 04:39:29;46.301304;44.310268;12,3;1006
2018.07.25 04:39:32;46.30135;44.310154;12,2;1017
2018.07.25 04:39:36;46.30138;44.309994;11,5;1029
2018.07.25 04:39:40;46.301414;44.309841;11,1;1042
2018.07.25 04:39:44;46.301445;44.309692;10,8;1054
2018.07.25 04:39:48;46.301487;44.309547;10,9;1066
2018.07.25 04:39:52;46.301502;44.309391;10,9;1078
2018.07.25 04:39:56;46.301445;44.309258;10,8;1090
2018.07.25 04:40:00;46.301334;44.309204;11,7;1103
2018.07.25 04:40:04;46.30122;44.309254;11,9;1116
2018.07.25 04:40:08;46.301155;44.309414;12,8;1130
2018.07.25 04:40:11;46.301132;44.30954;12,0;1140
2018.07.25 04:40:15;46.301105;44.3097;11,4;1153
2018.07.25 04:40:19;46.301071;44.309856;11,3;1166
2018.07.25 04:40:23;46.301014;44.310005;11,8;1179
2018.07.25 04:40:27;46.300983;44.310169;11,7;1192
2018.07.25 04:40:31;46.301029;44.310314;11,0;1204
2018.07.25 04:40:34;46.301109;44.310375;12,1;1214
2018.07.25 04:40:37;46.301212;44.310368;13,7;1225
2018.07.25 04:40:40;46.301296;44.310303;12,7;1236
2018.07.25 04:40:43;46.30135;44.310196;12,2;1246
2018.07.25 04:40:47;46.301376;44.310032;11,6;1259
2018.07.25 04:40:51;46.301411;44.309879;11,1;1271
2018.07.25 04:40:55;46.301449;44.309731;10,9;1284
2018.07.25 04:40:59;46.301483;44.309578;11,1;1296
2018.07.25 04:41:03;46.30151;44.309425;10,9;1308
2018.07.25 04:41:07;46.30146;44.30928;11,2;1320
2018.07.25 04:41:11;46.301357;44.309204;11,6;1333
2018.07.25 04:41:15;46.301243;44.309227;11,5;1346
2018.07.25 04:41:19;46.301163;44.309341;11,2;1359
2018.07.25 04:41:22;46.301128;44.309471;12,9;1369
2018.07.25 04:41:25;46.301109;44.309597;11,9;1379
2018.07.25 04:41:29;46.301071;44.309757;11,7;1392
2018.07.25 04:41:33;46.301037;44.309914;11,4;1405
2018.07.25 04:41:37;46.301003;44.310059;10,6;1417
2018.07.25 04:41:41;46.301006;44.310215;10,8;1429
2018.07.25 04:41:45;46.301079;44.310341;11,4;1441
2018.07.25 04:41:49;46.301205;44.310356;12,6;1455
2018.07.25 04:41:53;46.301308;44.310276;11,7;1468
2018.07.25 04:41:58;46.301365;44.310089;11,3;1484
2018.07.25 04:42:02;46.301395;44.309937;10,9;1496
2018.07.25 04:42:06;46.30143;44.309788;10,9;1508
2018.07.25 04:42:10;46.301468;44.309639;11,0;1520
2018.07.25 04:42:14;46.301498;44.30949;10,7;1532
2018.07.25 04:42:18;46.301483;44.309338;10,6;1544
2018.07.25 04:42:22;46.301399;44.309231;11,2;1556
2018.07.25 04:42:26;46.301281;44.309223;11,8;1570
2018.07.25 04:42:29;46.301201;44.309284;12,1;1580
2018.07.25 04:42:34;46.301121;44.309467;12,0;1596
2018.07.25 04:42:38;46.30109;44.309628;11,5;1609
2018.07.25 04:42:42;46.301052;44.309788;11,7;1622
2018.07.25 04:42:46;46.301022;44.30994;10,9;1634
2018.07.25 04:42:50;46.300995;44.310081;10,1;1645
2018.07.25 04:42:54;46.300987;44.310238;10,9;1657
2018.07.25 04:42:57;46.301048;44.310333;11,9;1667
2018.07.25 04:43:00;46.301144;44.310364;13,1;1678
2018.07.25 04:43:03;46.301243;44.310352;13,2;1689
2018.07.25 04:43:06;46.301315;44.310272;12,1;1699
2018.07.25 04:43:09;46.301357;44.310154;12,2;1710
2018.07.25 04:43:13;46.301392;44.309998;11,3;1722
2018.07.25 04:43:18;46.30143;44.309807;11,0;1738
2018.07.25 04:43:22;46.301456;44.309662;10,3;1749
2018.07.25 04:43:26;46.301495;44.309513;11,0;1761
2018.07.25 04:43:30;46.301495;44.309357;10,8;1773
2018.07.25 04:43:34;46.301414;44.309238;11,5;1786
2018.07.25 04:43:38;46.3013;44.309216;11,5;1799
2018.07.25 04:43:41;46.30122;44.309273;11,9;1809
2018.07.25 04:43:44;46.301159;44.30938;12,8;1819
2018.07.25 04:43:49;46.301105;44.309578;11,8;1836
2018.07.25 04:43:53;46.301075;44.309731;11,0;1848
2018.07.25 04:43:57;46.301048;44.309883;10,8;1860
2018.07.25 04:44:02;46.30101;44.31007;10,8;1875
2018.07.25 04:44:06;46.301003;44.310219;10,3;1886
2018.07.25 04:44:10;46.301067;44.310345;10,8;1898
2018.07.25 04:44:14;46.301182;44.310379;11,7;1911
2018.07.25 04:44:17;46.301273;44.310345;12,5;1922
2018.07.25 04:44:20;46.301338;44.310253;12,1;1932
2018.07.25 04:44:24;46.30138;44.310093;11,8;1945
2018.07.25 04:44:28;46.301407;44.309933;11,4;1958
2018.07.25 04:44:32;46.301437;44.30978;11,0;1970
2018.07.25 04:44:36;46.301472;44.309631;10,9;1982
2018.07.25 04:44:40;46.301506;44.309479;11,0;1994
2018.07.25 04:44:45;46.30146;44.309288;11,2;2010
2018.07.25 04:44:49;46.301357;44.309208;11,7;2023
2018.07.25 04:44:53;46.301247;44.309246;11,3;2035
2018.07.25 04:44:57;46.30117;44.309376;11,8;2049
2018.07.25 04:45:01;46.30114;44.30954;11,7;2062
2018.07.25 04:45:05;46.301113;44.309692;10,8;2074
2018.07.25 04:45:09;46.301086;44.309849;11,2;2086
2018.07.25 04:45:13;46.301052;44.309998;10,8;2098
2018.07.25 04:45:17;46.301018;44.310154;11,3;2111
2018.07.25 04:45:21;46.301041;44.310303;10,5;2122
2018.07.25 04:45:25;46.301144;44.310379;11,6;2135
2018.07.25 04:45:29;46.301262;44.310352;11,9;2148
2018.07.25 04:45:34;46.30135;44.310196;11,1;2164
2018.07.25 04:45:39;46.301384;44.309998;11,3;2180
2018.07.25 04:45:43;46.301414;44.309845;11,0;2192
2018.07.25 04:45:47;46.301445;44.309689;11,2;2204
2018.07.25 04:45:51;46.301472;44.309532;11,2;2217
2018.07.25 04:45:55;46.301479;44.309372;11,1;2229
2018.07.25 04:45:59;46.301411;44.30925;10,8;2241
2018.07.25 04:46:03;46.301296;44.309212;11,8;2254
2018.07.25 04:46:06;46.301212;44.309269;12,4;2264
2018.07.25 04:46:09;46.301155;44.309372;12,2;2275
2018.07.25 04:46:13;46.301117;44.309532;11,7;2288
2018.07.25 04:46:17;46.301094;44.309689;11,1;2300
2018.07.25 04:46:21;46.30106;44.309841;11,0;2312
2018.07.25 04:46:25;46.301029;44.309994;11,0;2324
2018.07.25 04:46:29;46.301006;44.310158;11,6;2337
2018.07.25 04:46:32;46.301037;44.310284;12,3;2348
2018.07.25 04:46:35;46.301105;44.310368;11,9;2357
2018.07.25 04:46:38;46.301197;44.310383;12,3;2368
2018.07.25 04:46:41;46.301277;44.310326;11,9;2378
2018.07.25 04:46:45;46.301346;44.310188;11,8;2391
2018.07.25 04:46:49;46.301373;44.31002;11,9;2404
2018.07.25 04:46:53;46.301403;44.309872;10,7;2416
2018.07.25 04:46:57;46.301434;44.309719;11,0;2428
2018.07.25 04:47:01;46.301472;44.30957;11,0;2440
2018.07.25 04:47:05;46.301487;44.309414;10,9;2452
2018.07.25 04:47:09;46.301434;44.309273;11,1;2465
2018.07.25 04:47:13;46.301334;44.309216;10,7;2477
2018.07.25 04:47:17;46.301224;44.309269;11,6;2489
2018.07.25 04:47:21;46.301147;44.309406;12,2;2503
2018.07.25 04:47:25;46.301117;44.309566;11,5;2516
2018.07.25 04:47:29;46.301079;44.309715;11,0;2528
2018.07.25 04:47:33;46.301048;44.309864;10,8;2540
2018.07.25 04:47:37;46.301018;44.310017;11,0;2552
2018.07.25 04:47:41;46.301014;44.310169;10,5;2564
2018.07.25 04:47:45;46.30106;44.310303;10,3;2575
2018.07.25 04:47:48;46.30114;44.310368;12,2;2585
2018.07.25 04:47:51;46.301231;44.310368;12,1;2596
2018.07.25 04:47:55;46.301331;44.31028;11,7;2609
2018.07.25 04:47:59;46.301376;44.310131;11,2;2621
2018.07.25 04:48:03;46.301411;44.309978;11,1;2633
2018.07.25 04:48:07;46.301445;44.309826;11,0;2646
2018.07.25 04:48:11;46.301479;44.309677;10,8;2658
2018.07.25 04:48:15;46.30151;44.309525;10,9;2670
2018.07.25 04:48:19;46.301491;44.309364;11,3;2682
2018.07.25 04:48:22;46.301434;44.309265;11,9;2692
2018.07.25 04:48:25;46.30135;44.309208;12,4;2703
2018.07.25 04:48:29;46.301231;44.309235;12,0;2716
2018.07.25 04:48:32;46.301167;44.309326;12,0;2726
2018.07.25 04:48:35;46.301136;44.309452;12,3;2736
2018.07.25 04:48:39;46.301105;44.309612;11,5;2749
2018.07.25 04:48:43;46.301075;44.309757;10,5;2761
2018.07.25 04:48:47;46.301041;44.309902;10,6;2772
2018.07.25 04:48:51;46.301006;44.310051;10,9;2784
2018.07.25 04:48:55;46.300999;44.310207;10,8;2796
2018.07.25 04:48:59;46.301075;44.310329;11,3;2809
2018.07.25 04:49:02;46.301167;44.31036;12,6;2820
2018.07.25 04:49:05;46.301262;44.310318;13,2;2831
2018.07.25 04:49:08;46.301331;44.310226;12,5;2841
2018.07.25 04:49:12;46.301365;44.310074;11,0;2853
2018.07.25 04:49:16;46.301395;44.309921;11,0;2865
2018.07.25 04:49:20;46.30143;44.309772;10,9;2878
2018.07.25 04:49:24;46.301464;44.309624;10,8;2890
2018.07.25 04:49:28;46.301502;44.309475;11,0;2902
2018.07.25 04:49:32;46.301479;44.309322;10,8;2914
2018.07.25 04:49:36;46.301384;44.309223;11,7;2927
2018.07.25 04:49:39;46.301296;44.309227;11,7;2937
2018.07.25 04:49:43;46.301193;44.309311;11,8;2950
2018.07.25 04:49:47;46.301136;44.309441;10,6;2962
2018.07.25 04:49:51;46.301109;44.309589;10,6;2973
2018.07.25 04:49:55;46.301079;44.309738;10,7;2985
2018.07.25 04:49:59;46.301044;44.309891;11,1;2998
