DAT;LAT;LON;SPD;Metr
2018.07.22 04:49:02;55.92675;37.959068;0,0;0
2018.07.22 04:49:06;55.926701;37.959206;9,2;10
2018.07.22 04:49:10;55.926647;37.959358;10,1;21
2018.07.22 04:49:14;55.926594;37.959526;10,8;33
2018.07.22 04:49:18;55.926537;37.959686;10,6;45
2018.07.22 04:49:22;55.926502;37.959873;11,0;57
2018.07.22 04:49:26;55.926449;37.960049;11,2;70
2018.07.22 04:49:30;55.926395;37.960228;11,4;83
2018.07.22 04:49:34;55.926338;37.960384;10,4;94
2018.07.22 04:49:38;55.926262;37.960529;11,1;107
2018.07.22 04:49:42;55.926182;37.96067;11,2;119
2018.07.22 04:49:46;55.926128;37.960831;10,5;131
2018.07.22 04:49:50;55.926071;37.961006;11,3;143
2018.07.22 04:49:54;55.926018;37.961182;11,2;156
2018.07.22 04:49:58;55.92598;37.961369;11,1;168
2018.07.22 04:50:02;55.925922;37.961525;10,5;180
2018.07.22 04:50:06;55.925869;37.961689;10,6;192
2018.07.22 04:50:11;55.925838;37.96188;8,9;204
2018.07.22 04:50:15;55.925842;37.962063;10,3;215
2018.07.22 04:50:19;55.925934;37.962173;11,1;228
2018.07.22 04:50:23;55.926029;37.962276;11,1;240
2018.07.22 04:50:27;55.926128;37.962368;11,2;252
2018.07.22 04:50:31;55.926228;37.96246;11,3;265
2018.07.22 04:50:35;55.926315;37.962566;10,5;277
2018.07.22 04:50:39;55.926399;37.962666;10,1;288
2018.07.22 04:50:43;55.926483;37.962772;10,3;299
2018.07.22 04:50:47;55.926552;37.962914;10,5;311
2018.07.22 04:50:51;55.926636;37.963039;10,9;323
2018.07.22 04:50:55;55.926689;37.963207;10,8;335
2018.07.22 04:50:59;55.926659;37.963383;10,3;347
2018.07.22 04:51:03;55.926594;37.963531;10,5;358
2018.07.22 04:51:08;55.926533;37.963654;7,4;368
2018.07.22 04:51:12;55.926548;37.963844;10,8;380
2018.07.22 04:51:15;55.926628;37.963921;12,1;391
2018.07.22 04:51:18;55.926708;37.964001;12,2;401
2018.07.22 04:51:22;55.926811;37.964104;11,8;414
2018.07.22 04:51:26;55.926903;37.964222;11,3;426
2018.07.22 04:51:30;55.926991;37.964333;10,8;438
2018.07.22 04:51:34;55.927086;37.964432;11,0;451
2018.07.22 04:51:38;55.927177;37.964535;10,8;463
2018.07.22 04:51:42;55.927269;37.964634;10,7;475
2018.07.22 04:51:46;55.927364;37.964729;10,9;487
2018.07.22 04:51:50;55.927444;37.964851;10,5;498
2018.07.22 04:51:54;55.927467;37.965034;10,5;510
2018.07.22 04:51:58;55.927456;37.965225;10,8;522
2018.07.22 04:52:02;55.927441;37.965424;11,2;534
2018.07.22 04:52:06;55.927437;37.965622;11,1;547
2018.07.22 04:52:10;55.927429;37.96582;11,1;559
2018.07.22 04:52:14;55.927433;37.966003;10,3;571
