DAT;LAT;LON;SPD;Metr
2018.07.19 05:15:35;55.926758;37.959133;0,0;0
2018.07.19 05:15:42;55.926704;37.95927;5,4;10
2018.07.19 05:15:46;55.926647;37.9594;9,2;21
2018.07.19 05:15:50;55.926594;37.959549;9,9;32
2018.07.19 05:15:54;55.926544;37.959709;10,3;43
2018.07.19 05:15:57;55.926506;37.959854;12,0;53
2018.07.19 05:16:01;55.926453;37.960022;10,8;65
2018.07.19 05:16:05;55.926395;37.960175;10,3;77
2018.07.19 05:16:09;55.926338;37.960354;11,5;89
2018.07.19 05:16:13;55.926273;37.960522;11,4;102
2018.07.19 05:16:17;55.926212;37.960678;10,7;114
2018.07.19 05:16:21;55.926151;37.960838;10,8;126
2018.07.19 05:16:25;55.926102;37.961002;10,4;138
2018.07.19 05:16:29;55.92606;37.96117;10,3;149
2018.07.19 05:16:33;55.926006;37.961319;9,9;160
2018.07.19 05:16:37;55.925953;37.961452;9,1;170
2018.07.19 05:16:41;55.9259;37.961609;10,3;182
2018.07.19 05:16:45;55.925854;37.961761;9,7;192
2018.07.19 05:16:49;55.925812;37.961918;9,7;203
2018.07.19 05:16:53;55.925793;37.962078;9,2;213
2018.07.19 05:16:57;55.92588;37.962193;10,8;225
2018.07.19 05:17:02;55.925995;37.962303;10,4;240
2018.07.19 05:17:06;55.926086;37.96241;10,9;252
2018.07.19 05:17:10;55.926178;37.962494;10,3;264
2018.07.19 05:17:15;55.926315;37.962589;11,8;280
2018.07.19 05:17:20;55.926441;37.962704;11,3;296
2018.07.19 05:17:24;55.926544;37.962788;11,3;308
2018.07.19 05:17:28;55.92662;37.962902;9,9;319
2018.07.19 05:17:32;55.926689;37.963043;10,5;331
2018.07.19 05:17:36;55.926704;37.963223;10,2;342
2018.07.19 05:17:41;55.926632;37.963425;10,7;357
2018.07.19 05:17:45;55.926582;37.963585;10,3;368
2018.07.19 05:17:49;55.926537;37.963737;9,6;379
2018.07.19 05:17:55;55.926559;37.963943;7,8;392
2018.07.19 05:17:59;55.926643;37.96402;9,4;403
2018.07.19 05:18:03;55.926743;37.964096;10,9;415
2018.07.19 05:18:07;55.926842;37.964199;11,5;428
2018.07.19 05:18:11;55.926941;37.964294;11,2;440
2018.07.19 05:18:15;55.927032;37.96439;10,6;452
2018.07.19 05:18:19;55.927128;37.964478;10,8;464
