DAT;LAT;LON;SPD;Metr
2018.08.11 09:11:19;46.302856;44.310616;0,0;0
2018.08.11 09:11:50;46.302917;44.310387;2,2;19
2018.08.11 09:11:53;46.302921;44.310249;12,7;29
2018.08.11 09:12:08;46.30299;44.310146;2,6;40
2018.08.11 09:12:18;46.303082;44.310104;3,9;51
2018.08.11 09:12:27;46.303116;44.309963;4,6;63
2018.08.11 09:12:35;46.303154;44.309834;4,8;73
2018.08.11 09:12:44;46.303204;44.3097;4,7;85
2018.08.11 09:12:54;46.303246;44.309582;3,7;95
2018.08.11 09:13:01;46.303265;44.309452;5,2;105
2018.08.11 09:13:08;46.303272;44.309319;5,3;116
2018.08.11 09:13:17;46.303303;44.309177;4,6;127
2018.08.11 09:13:27;46.303352;44.309063;3,7;137
2018.08.11 09:13:36;46.303379;44.308929;4,3;148
2018.08.11 09:13:44;46.303417;44.308804;4,7;159
2018.08.11 09:13:53;46.303452;44.308674;4,3;169
2018.08.11 09:14:01;46.303482;44.308544;4,7;180
2018.08.11 09:14:08;46.303497;44.308411;5,3;190
2018.08.11 09:14:25;46.303524;44.308273;2,3;201
2018.08.11 09:14:32;46.303555;44.308136;5,7;212
2018.08.11 09:14:40;46.303577;44.307995;5,0;223
2018.08.11 09:14:48;46.303631;44.307877;4,9;234
2018.08.11 09:14:55;46.303665;44.307751;5,3;245
2018.08.11 09:15:03;46.303699;44.307621;4,8;255
2018.08.11 09:15:11;46.303749;44.30751;4,6;265
2018.08.11 09:15:19;46.30381;44.3074;4,9;276
2018.08.11 09:15:27;46.303848;44.307278;4,6;287
2018.08.11 09:15:35;46.303883;44.307148;4,8;297
2018.08.11 09:15:44;46.303928;44.307007;4,8;309
2018.08.11 09:15:52;46.303963;44.306877;4,8;320
2018.08.11 09:16:00;46.303989;44.306744;4,8;331
2018.08.11 09:16:08;46.30402;44.30661;4,9;341
2018.08.11 09:16:17;46.304058;44.30648;4,3;352
2018.08.11 09:16:26;46.3041;44.306335;4,8;364
2018.08.11 09:16:35;46.304134;44.306213;4,0;374
2018.08.11 09:16:45;46.30418;44.306095;3,7;385
2018.08.11 09:16:53;46.304218;44.305962;5,0;396
2018.08.11 09:17:00;46.304245;44.305828;5,5;407
2018.08.11 09:17:09;46.304287;44.305679;4,9;419
2018.08.11 09:17:18;46.304325;44.305561;4,0;429
2018.08.11 09:17:27;46.304356;44.30542;4,5;440
2018.08.11 09:17:34;46.30439;44.305302;5,0;450
2018.08.11 09:17:42;46.304428;44.30518;4,6;460
2018.08.11 09:17:50;46.304459;44.305054;4,6;471
2018.08.11 09:17:58;46.304493;44.304932;4,5;481
2018.08.11 09:18:06;46.304516;44.30479;5,0;492
2018.08.11 09:18:14;46.304546;44.304653;5,0;503
2018.08.11 09:18:22;46.304585;44.304535;4,5;513
2018.08.11 09:18:34;46.304604;44.304409;3,0;523
2018.08.11 09:18:39;46.304607;44.304276;7,4;533
2018.08.11 09:18:46;46.304611;44.304142;5,3;543
2018.08.11 09:18:54;46.304634;44.304001;5,0;555
2018.08.11 09:18:58;46.304684;44.303871;10,3;566
2018.08.11 09:19:05;46.304771;44.303818;5,4;576
2018.08.11 09:19:13;46.304855;44.303764;4,6;587
2018.08.11 09:19:21;46.304924;44.303673;4,7;597
2018.08.11 09:19:30;46.30497;44.303547;4,4;608
2018.08.11 09:19:38;46.305065;44.303509;4,9;619
2018.08.11 09:19:45;46.305157;44.303516;5,3;629
2018.08.11 09:19:52;46.305241;44.303467;5,2;639
2018.08.11 09:19:59;46.305294;44.303352;5,5;650
2018.08.11 09:20:08;46.305389;44.303383;4,3;661
2018.08.11 09:20:18;46.305473;44.303455;3,9;671
2018.08.11 09:20:24;46.305561;44.303421;6,1;682
2018.08.11 09:20:32;46.305641;44.303345;4,8;692
2018.08.11 09:20:38;46.305737;44.303303;6,7;703
2018.08.11 09:20:46;46.305782;44.303173;5,0;715
2018.08.11 09:20:52;46.30579;44.303043;6,0;725
2018.08.11 09:21:00;46.305866;44.302963;4,7;735
2018.08.11 09:21:08;46.305912;44.302837;4,9;746
2018.08.11 09:21:16;46.305977;44.302738;4,7;756
2018.08.11 09:21:25;46.306049;44.302647;4,2;767
2018.08.11 09:21:34;46.306114;44.302555;4,0;777
2018.08.11 09:21:40;46.306206;44.30254;6,2;787
2018.08.11 09:21:52;46.306297;44.302544;3,0;798
2018.08.11 09:22:00;46.306389;44.302479;5,1;809
2018.08.11 09:22:09;46.30648;44.302486;4,1;819
2018.08.11 09:22:18;46.306576;44.302521;4,4;830
2018.08.11 09:22:30;46.306595;44.302654;3,1;840
2018.08.11 09:22:39;46.306557;44.302784;4,3;851
2018.08.11 09:22:47;46.306515;44.302906;4,7;862
2018.08.11 09:22:55;46.306526;44.303032;4,4;871
2018.08.11 09:23:04;46.306618;44.303055;4,1;882
2018.08.11 09:23:12;46.306705;44.303089;4,5;892
2018.08.11 09:23:20;46.306801;44.303135;5,1;903
2018.08.11 09:23:28;46.306896;44.303196;5,2;915
2018.08.11 09:23:36;46.306984;44.303226;4,5;925
2018.08.11 09:23:44;46.307072;44.303253;4,5;935
2018.08.11 09:23:52;46.307159;44.303314;4,8;945
2018.08.11 09:24:01;46.30724;44.303253;4,1;956
2018.08.11 09:24:12;46.307262;44.30312;3,4;966
