DAT;LAT;LON;SPD;Metr
2022-05-21 17:2;46.31873253;44.26824772;6.6;1181
2022-05-21 17:2;46.31874511;44.26838859;4.9;1192
2022-05-21 17:2;46.31874735;44.268538;6.9;1204
2022-05-21 17:2;46.31871598;44.26866436;5.3;1214
2022-05-21 17:2;46.31874679;44.26880344;6.7;1225
2022-05-21 17:2;46.31875397;44.26893749;6.2;1236
2022-05-21 17:2;46.31878171;44.26908726;7.1;1248
2022-05-21 17:2;46.31878933;44.26922724;6.5;1258
2022-05-21 17:2;46.31879277;44.26937689;5.2;1270
2022-05-21 17:2;46.31878563;44.26950928;6.1;1280
2022-05-21 17:2;46.31881332;44.26963394;7.2;1290
2022-05-21 17:2;46.31882408;44.26978017;6.8;1301
2022-05-21 17:2;46.3188038;44.2699301;7.0;1313
2022-05-21 17:2;46.31883957;44.27006526;8.0;1324
2022-05-21 17:2;46.31881286;44.27019725;6.3;1335
2022-05-21 17:3;46.31881778;44.27034543;5.9;1346
2022-05-21 17:3;46.31880828;44.2704992;8.5;1358
2022-05-21 17:3;46.31883896;44.27063039;4.3;1369
2022-05-21 17:3;46.31888604;44.27077043;7.2;1381
2022-05-21 17:3;46.31888781;44.27091718;5.8;1392
2022-05-21 17:3;46.31887785;44.27105735;6.5;1403
2022-05-21 17:3;46.3188789;44.27119222;7.5;1413
2022-05-21 17:3;46.31886464;44.27132625;6.2;1423
2022-05-21 17:3;46.31888959;44.27146492;6.6;1434
2022-05-21 17:3;46.31890732;44.27160746;6.7;1446
2022-05-21 17:3;46.31893409;44.27174824;6.7;1457
2022-05-21 17:3;46.31893372;44.27188561;7.6;1467
2022-05-21 17:3;46.31898777;44.27199681;3.8;1478
2022-05-21 17:3;46.31909371;44.27199473;8.5;1490
2022-05-21 17:3;46.31918484;44.27195673;7.6;1500
2022-05-21 17:3;46.31924877;44.27206898;3.7;1511
2022-05-21 17:3;46.31924616;44.27221203;6.6;1522
2022-05-21 17:3;46.31925565;44.27234541;6.2;1533
2022-05-21 17:3;46.31925485;44.27249069;5.7;1544
2022-05-21 17:3;46.31927121;44.27262356;6.2;1554
2022-05-21 17:3;46.31930242;44.27274621;7.2;1564
2022-05-21 17:3;46.3193146;44.27288547;5.5;1575
2022-05-21 17:3;46.3192889;44.27303023;6.9;1586
2022-05-21 17:3;46.31924932;44.27315475;6.3;1597
2022-05-21 17:3;46.31927014;44.27329196;5.5;1608
2022-05-21 17:3;46.3193027;44.27343518;5.2;1619
2022-05-21 17:3;46.31931393;44.27357485;5.6;1630
2022-05-21 17:3;46.31932685;44.27371777;5.7;1641
2022-05-21 17:3;46.31931397;44.27384808;6.1;1651
2022-05-21 17:3;46.31932388;44.27399952;6.0;1663
2022-05-21 17:3;46.31930914;44.27413037;6.1;1673
2022-05-21 17:3;46.31933677;44.2742604;5.4;1684
2022-05-21 17:3;46.3193349;44.27440921;5.9;1695
2022-05-21 17:3;46.3193531;44.2745478;5.6;1706
2022-05-21 17:3;46.31938171;44.27467984;5.5;1716
2022-05-21 17:3;46.31938374;44.2748358;6.2;1728
2022-05-21 17:3;46.31936766;44.27497995;5.0;1740
2022-05-21 17:3;46.31936593;44.27511407;5.3;1750
2022-05-21 17:3;46.31938813;44.27525253;6.5;1761
2022-05-21 17:3;46.31942599;44.27537622;5.3;1771
2022-05-21 17:3;46.31943768;44.27552215;5.8;1783
2022-05-21 17:3;46.31943951;44.27566776;5.8;1794
2022-05-21 17:3;46.31944176;44.27580078;7.4;1804
2022-05-21 17:3;46.31945835;44.27593778;6.4;1815
